Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,Type,Rarity,Price
1,Aerial Assault,Core Set 2020,1,Near Mint,English,foil,,,,,,,Sorcery,Common,$0.30 
4,Aerial Assault,Core Set 2020,1,Near Mint,English,,,,,,,,Sorcery,Common,$0.26 
1,Aerial Caravan,Mercadian Masques,58,Near Mint,English,,,,,,,,Creature - Human Soldier,Rare,$0.36 
9,Aerial Engineer,Core Set 2019,211,Near Mint,English,,,,,,,,Creature - Human Artificer,Uncommon,$0.24 
4,Aerial Formation,Journey into Nyx,30,Near Mint,English,,,,,,,,Instant,Common,$0.19 
12,Aerial Guide,Hour of Devastation,29,Near Mint,English,,,,,,,,Creature - Drake,Common,$0.18 
4,Aerial Maneuver,Gatecrash,1,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Aerial Modification,Aether Revolt,1,Near Mint,English,foil,,,,,,,Enchantment - Aura,Uncommon,$0.39 
10,Aerial Modification,Aether Revolt,1,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.25 
5,Aerial Predation,Iconic Masters,154,Near Mint,English,,,,,,,,Instant,Common,$0.19 
2,Aerial Predation,Iconic Masters,154,Near Mint,English,foil,,,,,,,Instant,Common,$0.27 
4,Aerial Predation,Return to Ravnica,113,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Aerial Predation,Return to Ravnica,113,Near Mint,English,foil,,,,,,,Instant,Common,$0.26 
1,Aerial Responder,Commander 2020,72,Near Mint,English,,,,,,,,Creature - Dwarf Soldier,Uncommon,$0.25 
12,Aerial Responder,Kaladesh,2,Near Mint,English,,,,,,,,Creature - Dwarf Soldier,Uncommon,$0.25 
2,Aerial Toastmaster,Unstable,2,Near Mint,English,,,,,,,,Artifact Creature - Cyborg Rigger,Uncommon,$0.25 
9,Aerial Volley,Magic Origins,168,Near Mint,English,,,,,,,,Instant,Common,$0.21 
3,Aerie Bowmasters,Dragons of Tarkir,170,Near Mint,English,,,,,,,,Creature - Hound Archer,Common,$0.20 
3,Aerie Mystics,Commander 2013,2,Near Mint,English,,,,,,,,Creature - Bird Wizard,Uncommon,$0.23 
13,Aerie Mystics,Conflux,1,Near Mint,English,,,,,,,,Creature - Bird Wizard,Uncommon,$0.23 
5,Aerie Ouphes,Eventide,65,Near Mint,English,,,,,,,,Creature - Ouphe,Common,$0.22 
2,Aerie Worshippers,Born of the Gods,30,Near Mint,English,,,,,,,,Creature - Human Cleric,Uncommon,$0.23 
4,Aeromunculus,Ravnica Allegiance,152,Near Mint,English,,,,,,,,Creature - Homunculus Mutant,Common,$0.26 
10,Aeronaut Admiral,Aether Revolt,2,Near Mint,English,,,,,,,,Creature - Human Pilot,Uncommon,$0.25 
5,Aeronaut Tinkerer,Magic 2015 Core Set,43,Near Mint,English,,,,,,,,Creature - Human Artificer,Common,$0.19 
1,"Aesi, Tyrant of Gyre Strait",Commander Legends,365,Near Mint,English,foil,,,,,,,Legendary Creature - Serpent,MythicRare,$11.99 
10,Aesthir Glider,Alliances,156,Near Mint,English,,,,,,,,Artifact Creature - Bird Construct,Common,$0.17 
8,Aesthir Glider,Alliances,157,Near Mint,English,,,,,,,,Artifact Creature - Bird Construct,Common,$0.16 
11,Aesthir Glider,Dominaria,209,Near Mint,English,,,,,,,,Artifact Creature - Bird Construct,Common,$0.19 
3,Aether Adept,Duel Decks: Jace vs. Vraska,12,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.24 
8,Aether Adept,Magic 2011,41,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.22 
8,Aether Adept,Magic 2012,41,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.30 
1,Aether Burst,Odyssey,60,Near Mint,English,,,,,,,,Instant,Common,$0.22 
2,Aether Charge,Onslaught,184,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.25 
8,Aether Chaser,Aether Revolt,76,Near Mint,English,,,,,,,,Creature - Human Artificer,Common,$0.21 
1,Aether Figment,Duel Decks: Jace vs. Vraska,5,Near Mint,English,,,,,,,,Creature - Illusion,Uncommon,$0.25 
8,Aether Figment,Zendikar,40,Near Mint,English,,,,,,,,Creature - Illusion,Uncommon,$0.30 
10,Aether Flash,Weatherlight,88,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.53 
1,Aether Gale,Commander 2018,80,Near Mint,English,,,,,,,,Sorcery,Rare,$0.93 
4,Aether Gust,Core Set 2020,42,Near Mint,English,,,,,,,,Instant,Uncommon,$0.93 
1,Aether Helix,Strixhaven: School of Mages,162,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
8,Aether Herder,Aether Revolt,102,Near Mint,English,,,,,,,,Creature - Elf Artificer Druid,Common,$0.19 
1,Aether Hub,Friday Night Magic,205,Near Mint,English,foil,,,,,,,Land,Uncommon,$1.00 
2,Aether Hub,Mystery Booster,1650,Near Mint,English,,,,,,,,Land,Uncommon,$0.27 
13,Aether Hub,Kaladesh,242,Near Mint,English,,,,,,,,Land,Uncommon,$0.29 
2,Aether Hub,Kaladesh,242,Near Mint,English,foil,,,,,,,Land,Uncommon,$0.76 
8,Aether Inspector,Aether Revolt,3,Near Mint,English,,,,,,,,Creature - Dwarf Artificer,Common,$0.21 
12,Aether Meltdown,Kaladesh,36,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.23 
1,Aether Membrane,Planar Chaos,93,Near Mint,English,,,,,,,,Creature - Wall,Uncommon,$0.71 
4,Aether Mutation,Apocalypse,91,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.31 
8,Aether Poisoner,Aether Revolt,51,Near Mint,English,,,,,,,,Creature - Human Artificer,Common,$0.21 
1,Aether Rift,Invasion,227,Near Mint,English,,,,,,,,Enchantment,Rare,$0.51 
2,Aether Snap,Darksteel,37,Near Mint,English,,,,,,,,Sorcery,Rare,$0.82 
1,Aether Spellbomb,Modern Masters,196,Near Mint,English,,,,,,,,Artifact,Common,$0.29 
2,Aether Spellbomb,Jumpstart,456,Near Mint,English,,,,,,,,Artifact,Common,$0.24 
2,Aether Spellbomb,Mirrodin,141,Near Mint,English,,,,,,,,Artifact,Common,$0.59 
1,Aether Sting,Urza's Destiny,76,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.31 
4,Aether Storm,Homelands,26,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.23 
8,Aether Swooper,Aether Revolt,26,Near Mint,English,,,,,,,,Creature - Vedalken Artificer,Common,$0.21 
10,Aether Theorist,Kaladesh,37,Near Mint,English,,,,,,,,Creature - Vedalken Rogue,Common,$0.19 
1,Aether Theorist,Kaladesh,37,Near Mint,English,foil,,,,,,,Creature - Vedalken Rogue,Common,$0.27 
1,Aether Theorist,Kaladesh,37,Near Mint,German,,,,,,,,Creature - Vedalken Rogue,Common,$0.19 
1,Aether Tide,Exodus,27,Near Mint,English,,,,,,,,Sorcery,Common,$0.22 
2,Aether Tradewinds,Conspiracy,89,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Aether Tradewinds,Mystery Booster,283,Near Mint,English,,,,,,,,Instant,Common,$0.25 
8,Aether Tradewinds,Worldwake,24,Near Mint,English,,,,,,,,Instant,Common,$0.20 
10,Aether Tradewinds,Kaladesh,38,Near Mint,English,,,,,,,,Instant,Common,$0.21 
3,Aether Tunnel,Core Set 2019,43,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.30 
4,Aether Vial,Iconic Masters,212,Near Mint,English,,,,,,,,Artifact,Rare,$52.74 
4,Aether Web,Time Spiral,189,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.19 
11,Aetherborn Marauder,Kaladesh,71,Near Mint,English,,,,,,,,Creature - Aetherborn Rogue,Uncommon,$0.25 
4,Aetherflame Wall,Time Spiral,142,Near Mint,English,,,,,,,,Creature - Wall,Common,$0.29 
5,Aetherflux Reservoir,Kaladesh,192,Near Mint,English,,,,,,,,Artifact,Rare,$15.39 
2,Aethergeode Miner,Aether Revolt,4,Near Mint,English,,,,,,,,Creature - Dwarf Scout,Rare,$0.31 
4,Aetherize,Duel Decks: Elspeth vs. Kiora,36,Near Mint,English,,,,,,,,Instant,Uncommon,$1.04 
2,Aetherize,Commander 2015,85,Near Mint,English,,,,,,,,Instant,Uncommon,$1.61 
1,Aetherize,Iconic Masters,40,Near Mint,English,foil,,,,,,,Instant,Uncommon,$3.17 
2,Aetherize,Iconic Masters,40,Near Mint,English,,,,,,,,Instant,Uncommon,$1.11 
1,Aetherize,Zendikar Rising Commander,23,Near Mint,English,,,,,,,,Instant,Uncommon,$0.59 
6,Aetherize,Gatecrash,29,Near Mint,English,,,,,,,,Instant,Uncommon,$1.01 
3,Aetherling,Dragon's Maze,11,Near Mint,English,,,,,,,,Creature - Shapeshifter,Rare,$0.44 
1,Aethermage's Touch,Commander 2013,176,Near Mint,English,,,,,,,,Instant,Rare,$0.31 
2,Aethermage's Touch,Modern Masters 2017 Edition,148,Near Mint,English,,,,,,,,Instant,Rare,$0.34 
1,Aethermage's Touch,Commander 2018,168,Near Mint,English,,,,,,,,Instant,Rare,$0.31 
1,Aetherplasm,Guildpact,22,Played,English,,,,,,,,Creature - Illusion,Uncommon,$0.29 
4,Aethershield Artificer,Core Set 2019,2,Near Mint,English,,,,,,,,Creature - Dwarf Artificer,Uncommon,$0.24 
2,Aethersnipe,Modern Masters,36,Near Mint,English,,,,,,,,Creature - Elemental,Common,$0.25 
4,Aethersnipe,Modern Masters 2015 Edition,39,Near Mint,English,,,,,,,,Creature - Elemental,Common,$0.20 
4,Aethersnipe,Ultimate Masters,44,Near Mint,English,,,,,,,,Creature - Elemental,Common,$0.22 
2,Aethersnipe,Mystery Booster,282,Near Mint,English,,,,,,,,Creature - Elemental,Common,$0.25 
4,Aethersnipe,Lorwyn,50,Near Mint,English,,,,,,,,Creature - Elemental,Common,$0.22 
5,Aethersphere Harvester,Aether Revolt,142,Near Mint,English,,,,,,,,Artifact - Vehicle,Rare,$0.42 
6,Aethersquall Ancient,Kaladesh,39,Near Mint,English,,,,,,,,Creature - Leviathan,Rare,$0.30 
2,Aetherstorm Roc,Kaladesh,3,Near Mint,English,,,,,,,,Creature - Bird,Rare,$0.29 
1,Aetherstream Leopard,Aether Revolt,103,Near Mint,Japanese,,,,,,,,Creature - Cat,Common,$0.21 
8,Aetherstream Leopard,Aether Revolt,103,Near Mint,English,,,,,,,,Creature - Cat,Common,$0.21 
2,Aethertide Whale,Aether Revolt,27,Near Mint,English,,,,,,,,Creature - Whale,Rare,$0.30 
8,Aethertorch Renegade,Kaladesh,106,Near Mint,English,,,,,,,,Creature - Human Rogue,Uncommon,$0.24 
7,Aethertow,Modern Masters 2017 Edition,205,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Aethertow,Shadowmoor,136,Near Mint,English,,,,,,,,Instant,Common,$0.21 
2,Aetherwind Basker,Aether Revolt,104,Near Mint,English,,,,,,,,Creature - Lizard,MythicRare,$0.69 
3,Aetherworks Marvel,Kaladesh,193,Near Mint,English,,,,,,,,Legendary Artifact,MythicRare,$1.52 
2,Affa Guard Hound,Duel Decks: Zendikar vs. Eldrazi,2,Near Mint,English,,,,,,,,Creature - Hound,Uncommon,$0.23 
2,Affa Guard Hound,Conspiracy: Take the Crown,81,Near Mint,English,,,,,,,,Creature - Hound,Uncommon,$0.25 
8,Affa Guard Hound,Rise of the Eldrazi,14,Near Mint,English,,,,,,,,Creature - Hound,Uncommon,$0.23 
1,Affa Protector,Mystery Booster,12,Near Mint,English,,,,,,,,Creature - Human Soldier Ally,Common,$0.24 
7,Affa Protector,Oath of the Gatewatch,14,Near Mint,English,,,,,,,,Creature - Human Soldier Ally,Common,$0.19 
6,Affectionate Indrik,Guilds of Ravnica,121,Near Mint,English,,,,,,,,Creature - Beast,Uncommon,$0.25 
1,Afflict,Odyssey,115,Near Mint,English,,,,,,,,Instant,Common,$0.20 
5,Afflict,Tenth Edition,125,Near Mint,English,,,,,,,,Instant,Common,$0.21 
6,Afflicted Deserter,Dark Ascension,81,Near Mint,English,,,,,,,,Creature - Human Werewolf // Creature - Werewolf,Uncommon,$0.26 
1,Afiya Grove,Mirage,103,Near Mint,English,,,,,,,,Enchantment,Rare,$7.19 
1,Afterlife,Commander 2014,64,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
1,Afterlife,Mirage,205,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
3,Afterlife,Mercadian Masques,1,Near Mint,English,,,,,,,,Instant,Uncommon,$0.23 
2,Agadeem Occultist,Worldwake,48,Near Mint,English,,,,,,,,Creature - Human Shaman Ally,Rare,$0.48 
1,"Agadeem's Awakening // Agadeem, the Undercrypt",Zendikar Rising,90,Near Mint,English,,,,,,,,Sorcery // Land,MythicRare,$14.99 
1,Ageless Entity,Darksteel,73,Good (Lightly Played),English,,,,,,,,Creature - Elemental,Rare,$0.77 
2,Ageless Guardian,Strixhaven: School of Mages,8,Near Mint,English,,,,,,,,Creature - Spirit Soldier,Common,$0.21 
2,Ageless Sentinels,Scourge,1,Near Mint,English,,,,,,,,Creature - Wall,Rare,$0.34 
3,Agent of Erebos,Journey into Nyx,59,Near Mint,English,,,,,,,,Enchantment Creature - Zombie,Uncommon,$0.32 
7,Agent of Horizons,Theros,148,Near Mint,English,,,,,,,,Creature - Human Rogue,Common,$0.18 
2,Agent of Masks,Modern Masters 2017 Edition,149,Near Mint,English,,,,,,,,Creature - Human Advisor,Uncommon,$0.28 
1,Agent of Masks,Guildpact,100,Played,English,foil,,,,,,,Creature - Human Advisor,Uncommon,$0.74 
9,Agent of Masks,Guildpact,100,Near Mint,English,,,,,,,,Creature - Human Advisor,Uncommon,$0.29 
6,Agent of Shauku,Prophecy,55,Near Mint,English,,,,,,,,Creature - Human Mercenary,Common,$0.19 
14,Agent of Stromgald,Alliances,94,Near Mint,English,,,,,,,,Creature - Human Knight,Common,$0.22 
12,Agent of Stromgald,Alliances,95,Near Mint,English,,,,,,,,Creature - Human Knight,Common,$0.24 
7,Agent of the Fates,Theros,76,Near Mint,English,,,,,,,,Creature - Human Assassin,Rare,$0.32 
2,Agent of Treachery,Core Set 2020,43,Near Mint,English,,,,,,,,Creature - Human Rogue,Rare,$9.63 
4,Aggravate,Avacyn Restored,125,Near Mint,English,,,,,,,,Instant,Uncommon,$0.22 
1,Aggression,Ice Age,169,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.26 
2,Aggressive Instinct,Global Series: Jiang Yanggu and Mu Yanling,34,Near Mint,English,,,,,,,,Sorcery,Common,$0.26 
1,Aggressive Instinct,Mystery Booster,1113,Near Mint,English,,,,,,,,Sorcery,Common,$0.25 
2,Aggressive Mammoth,Core Set 2019,302,Near Mint,English,,,,,,,,Creature - Elephant,Rare,$0.65 
2,Aggressive Mammoth,Core Set 2020,337,Near Mint,English,,,,,,,,Creature - Elephant,Rare,$0.57 
1,Aggressive Mining,Magic 2015 Core Set,127,Near Mint,English,,,,,,,,Enchantment,Rare,$0.44 
1,Aggressive Urge,Tenth Edition,250,Near Mint,English,,,,,,,,Instant,Common,$0.29 
11,Aggressive Urge,Rivals of Ixalan,122,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Agility,Mirage,154,Played,English,,,,,,,,Enchantment - Aura,Common,$0.21 
3,Agility,Mirage,154,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
3,Agitator Ant,Commander 2020,49,Near Mint,English,,,,,,,,Creature - Insect,Rare,$0.35 
1,Agonizing Demise,Duel Decks: Ajani vs. Nicol Bolas,66,Near Mint,English,,,,,,,,Instant,Common,$0.22 
3,Agonizing Demise,Invasion,92,Near Mint,English,,,,,,,,Instant,Common,$0.22 
2,Agonizing Memories,Weatherlight,2,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.22 
4,Agonizing Memories,Seventh Edition,117,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.23 
3,Agonizing Memories,Tenth Edition,126,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.30 
1,Agonizing Remorse,Strixhaven Mystical Archive,24,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.29 
3,Agonizing Remorse,Theros Beyond Death,83,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.29 
1,Agonizing Syphon,Jumpstart,199,Near Mint,English,,,,,,,,Sorcery,Common,$0.35 
4,Agonizing Syphon,Core Set 2020,83,Near Mint,English,,,,,,,,Sorcery,Common,$0.19 
5,Agony Warp,Modern Masters 2015 Edition,170,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
6,Agony Warp,Modern Masters 2017 Edition,150,Near Mint,English,,,,,,,,Instant,Common,$0.24 
1,Agony Warp,Mystery Booster,1385,Near Mint,English,,,,,,,,Instant,Common,$0.27 
4,Agony Warp,Shards of Alara,153,Near Mint,English,,,,,,,,Instant,Common,$0.22 
3,Agoraphobia,Duel Decks: Jace vs. Vraska,22,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.21 
6,Agoraphobia,Gatecrash,30,Near Mint,English,,,,,,,,Enchantment - Aura,Uncommon,$0.22 
1,"Agrus Kos, Wojek Veteran",Guilds of Ravnica Guild Kit,83,Near Mint,English,,,,,,,,Legendary Creature - Human Soldier,Rare,$0.45 
10,Ahn-Crop Champion,Amonkhet,194,Near Mint,English,,,,,,,,Creature - Human Warrior,Uncommon,$0.25 
2,Ahn-Crop Crasher,Mystery Booster,833,Near Mint,English,,,,,,,,Creature - Minotaur Warrior,Uncommon,$0.25 
10,Ahn-Crop Crasher,Amonkhet,117,Near Mint,English,,,,,,,,Creature - Minotaur Warrior,Uncommon,$0.25 
6,Ahn-Crop Invader,War of the Spark,113,Near Mint,English,,,,,,,,Creature - Zombie Minotaur Warrior,Common,$0.18 
1,Aid from the Cowl,Aether Revolt,105,Near Mint,English,,,,,,,,Enchantment,Rare,$0.34 
1,Aid the Fallen,Mystery Booster,560,Near Mint,English,,,,,,,,Sorcery,Common,$0.29 
5,Aid the Fallen,War of the Spark,76,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
1,Aid the Fallen,War of the Spark,76,Near Mint,English,foil,,,,,,,Sorcery,Common,$0.33 
2,Aim High,Battlebond,189,Near Mint,English,,,,,,,,Instant,Uncommon,$0.25 
9,Aim High,Shadows over Innistrad,193,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Aim High,Shadows over Innistrad,193,Near Mint,English,foil,,,,,,,Instant,Common,$0.26 
8,Ainok Artillerist,Dragons of Tarkir,171,Near Mint,English,,,,,,,,Creature - Hound Archer,Common,$0.19 
6,Ainok Bond-Kin,Iconic Masters,4,Near Mint,English,,,,,,,,Creature - Hound Soldier,Common,$0.24 
1,Ainok Bond-Kin,Mystery Booster,13,Near Mint,English,,,,,,,,Creature - Hound Soldier,Common,$0.25 
4,Ainok Bond-Kin,Khans of Tarkir,3,Near Mint,English,,,,,,,,Creature - Hound Soldier,Common,$0.20 
6,Ainok Guide,Fate Reforged,121,Near Mint,English,,,,,,,,Creature - Hound Scout,Common,$0.19 
5,Ainok Survivalist,Masters 25,157,Near Mint,English,,,,,,,,Creature - Hound Shaman,Common,$0.21 
1,Ainok Survivalist,Commander 2019,156,Near Mint,English,,,,,,,,Creature - Hound Shaman,Common,$0.24 
3,Ainok Survivalist,Mystery Booster,1115,Near Mint,English,,,,,,,,Creature - Hound Shaman,Uncommon,$0.25 
8,Ainok Survivalist,Dragons of Tarkir,172,Near Mint,English,,,,,,,,Creature - Hound Shaman,Uncommon,$0.24 
4,Ainok Tracker,Khans of Tarkir,96,Near Mint,English,,,,,,,,Creature - Hound Scout,Common,$0.21 
5,Air Bladder,Nemesis,28,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.20 
1,Air Elemental,Portal Second Age,31,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.25 
2,Air Elemental,Duels of the Planeswalkers,1,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.23 
1,Air Elemental,Duel Decks: Jace vs. Chandra,13,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.22 
4,Air Elemental,Welcome Deck 2017,7,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.21 
2,Air Elemental,Revised Edition,47,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.38 
1,Air Elemental,Fourth Edition,59,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.25 
2,Air Elemental,Fifth Edition,71,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.24 
4,Air Elemental,Classic Sixth Edition,56,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.22 
1,Air Elemental,Seventh Edition,58,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.23 
2,Air Elemental,Eighth Edition,59,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.24 
6,Air Elemental,Tenth Edition,64,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.30 
8,Air Elemental,Magic 2010,42,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.29 
15,Air Elemental,Ixalan,45,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.23 
5,Air Elemental,Core Set 2019,308,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.36 
1,Air Elemental,Core Set 2020,44,Near Mint,English,foil,,,,,,,Creature - Elemental,Uncommon,$0.51 
4,Air Elemental,Core Set 2020,44,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.23 
6,Air Servant,Conspiracy,90,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.25 
7,Air Servant,Modern Masters 2015 Edition,40,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.24 
1,Air Servant,Modern Masters 2015 Edition,40,Near Mint,English,foil,,,,,,,Creature - Elemental,Uncommon,$0.31 
7,Air Servant,Welcome Deck 2016,4,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.24 
8,Air Servant,Magic 2011,42,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.23 
6,Air Servant,Magic 2014 Core Set,42,Near Mint,English,,,,,,,,Creature - Elemental,Uncommon,$0.23 
6,Airborne Aid,Onslaught,62,Near Mint,English,,,,,,,,Sorcery,Common,$0.22 
10,Airdrop Aeronauts,Aether Revolt,5,Near Mint,English,,,,,,,,Creature - Dwarf Scout,Uncommon,$0.25 
1,Airdrop Condor,Onslaught,186,Heavily Played,English,,,,,,,,Creature - Bird,Uncommon,$0.22 
1,Aisling Leprechaun,Legends,87,Near Mint,English,,,,,,,,Creature - Faerie,Common,$2.47 
1,Ajani Steadfast,Secret Lair Drop Series,87,Near Mint,English,foil,,,,,,,Legendary Planeswalker - Ajani,MythicRare,$9.18 
1,Ajani Steadfast,Magic 2015 Core Set,1,Near Mint,English,,,,,,,,Legendary Planeswalker - Ajani,MythicRare,$9.27 
1,Ajani Unyielding,Commander 2020,201,Near Mint,English,,,,,,,,Legendary Planeswalker - Ajani,MythicRare,$1.04 
1,Ajani Unyielding,Aether Revolt,127,Near Mint,English,,,,,,,,Legendary Planeswalker - Ajani,MythicRare,$1.48 
2,Ajani's Aid,Aether Revolt,188,Near Mint,English,,,,,,,,Enchantment,Rare,$0.33 
1,Ajani's Chosen,Commander 2018,61,Near Mint,English,,,,,,,,Creature - Cat Soldier,Rare,$0.47 
6,Ajani's Comrade,Aether Revolt,187,Near Mint,English,,,,,,,,Creature - Elf Soldier,Uncommon,$0.28 
1,Ajani's Influence,Core Set 2019,282,Near Mint,English,,,,,,,,Sorcery,Rare,$0.63 
3,Ajani's Last Stand,Core Set 2019,4,Near Mint,English,,,,,,,,Enchantment,Rare,$0.30 
3,Ajani's Mantra,Magic 2011,2,Near Mint,English,,,,,,,,Enchantment,Common,$0.54 
6,Ajani's Presence,Journey into Nyx,2,Near Mint,English,,,,,,,,Instant,Common,$0.27 
3,Ajani's Pridemate,Commander 2013,3,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.40 
3,Ajani's Pridemate,Iconic Masters,5,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.50 
1,Ajani's Pridemate,Mystery Booster,14,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.36 
2,Ajani's Pridemate,Time Spiral Remastered,290,Near Mint,English,,,,,,,,Creature - Cat Soldier,Special,$1.19 
4,Ajani's Pridemate,Magic 2011,3,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.36 
6,Ajani's Pridemate,Magic 2015 Core Set,2,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.32 
8,Ajani's Pridemate,Core Set 2019,5,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.31 
4,Ajani's Pridemate,War of the Spark,4,Near Mint,English,,,,,,,,Creature - Cat Soldier,Uncommon,$0.27 
3,Ajani's Sunstriker,Conspiracy,66,Near Mint,English,,,,,,,,Creature - Cat Cleric,Common,$0.25 
